9.447927706324735775e-01 -4.529684916822352414e-01 2.078099510928558546e-01
8.229550509823694293e-01 -8.444279175859680242e-01 -2.395720092119148215e-01
2.755124802632730185e-01 -2.838377727816216445e-01 -2.154182454159836446e-01
6.033819572377389084e-01 -1.265863268818564702e+00 -1.096082600188490047e-01
0.000000000000000000e+00 5.728785141411109061e-01 -6.354051701540111008e-01
0.000000000000000000e+00 6.510277190425799165e-02 -1.033008414395164110e+00
1.579913162852441266e-01 -1.502567658962557229e-01 -8.711676821756295652e-01
1.000000000000000000e+00 -6.723335498014028078e-01 1.146238763086679380e-01
